Order Reference,Placed On,Customer Name,Status,Currency,Item Name,Qty,Total Amount,GST,Sales Channel,Notes
WB-108697,2026-03-24T12:26:15Z,Madhuban Nurseries Pvt Ltd,PAID,INR,Coir door mat,3,41452.66,3161.64,Phone order,Web order - Coir door mat
WB-108738,2026-03-24T12:06:46Z,Sohrab Auto Spares LLP,PAID,INR,Copper water bottle,4,60053.00,4580.31,Marketplace,Web order - Copper water bottle
WB-108910,2026-03-24T13:30:50Z,Ambar Cold Rooms Pvt Ltd,PAID,INR,Coir door mat,1,83721.31,6385.52,Web,Web order - Coir door mat
WB-108919,2026-03-24T17:56:46Z,Vindhya Plastics Private Limited,PAID,INR,Rubber foot mat,2,54779.00,4178.06,Mobile app,Web order - Rubber foot mat
WB-108970,2026-03-24T17:16:33Z,Chirag Battery House Pvt Ltd,PAID,INR,Steel tiffin carrier,3,1999.00,152.47,Phone order,Web order - Steel tiffin carrier
WB-109109,2026-03-24T20:45:17Z,Girnar Pipes and Fittings Pvt Ltd,PAID,INR,Mixer jar spare,1,72616.12,5538.52,Web,Web order - Mixer jar spare
WB-109296,2026-03-24T19:40:13Z,Tarangini Prints LLP,PAID,INR,Copper water bottle,2,32071.00,2446.09,Mobile app,Web order - Copper water bottle
WB-109323,2026-03-24T12:48:49Z,Naaz Fabrics Private Limited,PAID,INR,Copper water bottle,2,38273.09,2919.13,Mobile app,Web order - Copper water bottle
WB-109344,2026-03-24T11:36:19Z,Ranjeet Timber Depot Pvt Ltd,PAID,INR,Coir door mat,1,54986.99,4193.92,Web,Web order - Coir door mat
WB-109640,2026-03-24T13:17:14Z,Bhavani Steel Trading Pvt Ltd,PAID,INR,Rubber foot mat,4,69289.62,5284.80,Marketplace,Web order - Rubber foot mat
WB-104440,2026-03-25T10:01:06Z,Shubhankar Electricals LLP,PAID,INR,Steel tiffin carrier,3,68141.00,5197.19,Phone order,Web order - Steel tiffin carrier
WB-104455,2026-03-25T11:20:46Z,Rukmini Provisions Private Limited,PAID,INR,Trolley bag 24 inch,4,9113.00,695.06,Marketplace,Web order - Trolley bag 24 inch
WB-104566,2026-03-25T12:04:40Z,Chirag Battery House Pvt Ltd,PAID,INR,Steel tiffin carrier,3,84108.00,6415.02,Phone order,Web order - Steel tiffin carrier
WB-104832,2026-03-25T17:34:31Z,Prithvi Seeds and Feeds Pvt Ltd,PAID,INR,Copper water bottle,4,81436.54,6211.26,Marketplace,Web order - Copper water bottle
WB-104922,2026-03-25T16:42:43Z,Neelkanth Ceramics Pvt Ltd,PAID,INR,Steel tiffin carrier,3,72139.91,5502.20,Phone order,Web order - Steel tiffin carrier
WB-105025,2026-03-25T18:03:55Z,Ranjeet Timber Depot Pvt Ltd,PAID,INR,Coir door mat,1,8603.86,656.23,Web,Web order - Coir door mat
WB-105107,2026-03-25T17:29:46Z,Sitara Packaging Solutions Pvt Ltd,PAID,INR,Coir door mat,1,91958.00,7013.75,Web,Web order - Coir door mat
WB-105214,2026-03-25T14:55:00Z,Bhoomi Tiles and Sanitary LLP,PAID,INR,Rubber foot mat,4,33867.01,2583.08,Marketplace,Web order - Rubber foot mat
WB-105331,2026-03-25T16:18:40Z,Meghdoot Packaging LLP,PAID,INR,Mixer jar spare,3,9885.00,753.94,Phone order,Web order - Mixer jar spare
WB-105644,2026-03-25T09:21:53Z,Ojas Lighting Private Limited,PAID,INR,Coir door mat,3,88837.00,6775.70,Phone order,Web order - Coir door mat
WB-105691,2026-03-25T16:34:50Z,Bhavani Steel Trading Pvt Ltd,PAID,INR,Rubber foot mat,4,89517.31,6827.59,Marketplace,Web order - Rubber foot mat
WB-105846,2026-03-25T17:43:10Z,Barkat Stationers Private Limited,PAID,INR,Rubber foot mat,4,37562.71,2864.95,Marketplace,Web order - Rubber foot mat
WB-105929,2026-03-25T10:42:23Z,Vaayu Organics Private Limited,PAID,INR,Trolley bag 24 inch,4,11596.31,884.46,Marketplace,Web order - Trolley bag 24 inch
WB-105963,2026-03-25T12:16:30Z,Jashan Sports Goods Pvt Ltd,PAID,INR,Steel tiffin carrier,1,66723.31,5089.07,Web,Web order - Steel tiffin carrier
WB-106156,2026-03-25T12:29:46Z,Utsav Bakers LLP,PAID,INR,Trolley bag 24 inch,4,81428.00,6210.61,Marketplace,Web order - Trolley bag 24 inch
WB-106432,2026-03-25T09:36:40Z,Suvarna Weaves LLP,PAID,INR,Trolley bag 24 inch,2,71679.00,5467.04,Mobile app,Web order - Trolley bag 24 inch
WB-106555,2026-03-25T08:23:01Z,Nirvaan Agro Mills Pvt Ltd,PAID,INR,Coir door mat,3,33987.63,2592.28,Phone order,Web order - Coir door mat
WB-106557,2026-03-25T13:23:20Z,Yamini Home Needs Pvt Ltd,PAID,INR,Mixer jar spare,1,48994.80,3736.89,Web,Web order - Mixer jar spare
WB-107027,2026-03-25T12:13:59Z,Ekansh Glassworks Private Limited,PAID,INR,Trolley bag 24 inch,2,2505.57,191.10,Mobile app,Web order - Trolley bag 24 inch
WB-107066,2026-03-25T20:24:06Z,Kaveri Rubber Works Pvt Ltd,PAID,INR,Steel tiffin carrier,1,37451.00,2856.43,Web,Web order - Steel tiffin carrier
WB-107229,2026-03-25T18:30:33Z,Kalanjali Crafts Pvt Ltd,PAID,INR,Mixer jar spare,3,28770.40,2194.35,Phone order,Web order - Mixer jar spare
WB-107427,2026-03-25T09:36:59Z,Devgiri Paints LLP,PAID,INR,Rubber foot mat,2,30783.58,2347.90,Mobile app,Web order - Rubber foot mat
WB-107619,2026-03-25T19:35:52Z,Naaz Fabrics Private Limited,PAID,INR,Copper water bottle,2,52077.36,3972.00,Mobile app,Web order - Copper water bottle
WB-107723,2026-03-25T10:48:29Z,Palashwood Interiors Pvt Ltd,PAID,INR,Steel tiffin carrier,1,10793.69,823.25,Web,Web order - Steel tiffin carrier
WB-107871,2026-03-25T12:51:43Z,Girnar Pipes and Fittings Pvt Ltd,PAID,INR,Mixer jar spare,1,87148.29,6646.90,Web,Web order - Mixer jar spare
WB-107897,2026-03-25T09:01:26Z,Sohrab Auto Spares LLP,PAID,INR,Copper water bottle,4,33236.00,2534.95,Marketplace,Web order - Copper water bottle
WB-108103,2026-03-25T10:15:26Z,Anokhi Kitchenware Pvt Ltd,PAID,INR,Mixer jar spare,1,77534.00,5913.61,Web,Web order - Mixer jar spare
WB-108128,2026-03-25T15:26:33Z,Tanmay Toolroom Private Limited,PAID,INR,Copper water bottle,2,15112.00,1152.61,Mobile app,Web order - Copper water bottle
WB-108358,2026-03-25T08:11:48Z,Marudhar Furnishings LLP,PAID,INR,Trolley bag 24 inch,2,11678.05,890.70,Mobile app,Web order - Trolley bag 24 inch
WB-108427,2026-03-25T16:50:00Z,Chandravat Metals Private Limited,PAID,INR,Copper water bottle,4,5841.00,445.50,Marketplace,Web order - Copper water bottle
WB-108517,2026-03-25T17:33:24Z,Tarangini Prints LLP,PAID,INR,Copper water bottle,2,84688.92,6459.32,Mobile app,Web order - Copper water bottle
WB-109018,2026-03-25T10:29:26Z,Bhoomi Tiles and Sanitary LLP,PAID,INR,Rubber foot mat,4,89657.00,6838.25,Marketplace,Web order - Rubber foot mat
WB-109098,2026-03-25T13:23:42Z,Vindhya Plastics Private Limited,PAID,INR,Rubber foot mat,2,35711.48,2723.76,Mobile app,Web order - Rubber foot mat
WB-109112,2026-03-25T10:23:20Z,Marudhar Furnishings LLP,PAID,INR,Trolley bag 24 inch,2,14784.00,1127.59,Mobile app,Web order - Trolley bag 24 inch
WB-109125,2026-03-25T20:00:03Z,Ambar Cold Rooms Pvt Ltd,PAID,INR,Coir door mat,1,11559.70,881.67,Web,Web order - Coir door mat
WB-109146,2026-03-25T12:17:34Z,Kalanjali Crafts Pvt Ltd,PAID,INR,Mixer jar spare,3,83360.84,6358.03,Phone order,Web order - Mixer jar spare
WB-109160,2026-03-25T14:38:46Z,Sanchit Hardware Depot Pvt Ltd,PAID,INR,Mixer jar spare,3,59792.00,4560.41,Phone order,Web order - Mixer jar spare
WB-109248,2026-03-25T20:42:25Z,Madhuban Nurseries Pvt Ltd,PAID,INR,Coir door mat,3,26361.75,2010.64,Phone order,Web order - Coir door mat
WB-109294,2026-03-25T19:35:13Z,Kesari Handlooms Pvt Ltd,PAID,INR,Rubber foot mat,2,19372.00,1477.53,Mobile app,Web order - Rubber foot mat
WB-104212,2026-03-26T20:44:13Z,Chandravat Metals Private Limited,PAID,INR,Copper water bottle,4,39271.00,2995.25,Marketplace,Web order - Copper water bottle
WB-104397,2026-03-26T18:44:53Z,Kesari Handlooms Pvt Ltd,PAID,INR,Rubber foot mat,2,85993.00,6558.79,Mobile app,Web order - Rubber foot mat
WB-104539,2026-03-26T20:06:29Z,Madhuban Nurseries Pvt Ltd,PAID,INR,Coir door mat,3,60770.67,4635.05,Phone order,Web order - Coir door mat
WB-104859,2026-03-26T08:23:40Z,Yamini Home Needs Pvt Ltd,PAID,INR,Mixer jar spare,1,67512.00,5149.22,Web,Web order - Mixer jar spare
WB-104931,2026-03-26T11:24:26Z,Trisool Online Pvt Ltd,PAID,INR,Quarterly platform licence,1,58940.00,4495.42,Mobile app,Quarterly platform licence
WB-105049,2026-03-26T09:33:06Z,Devgiri Paints LLP,PAID,INR,Rubber foot mat,2,16634.00,1268.69,Mobile app,Web order - Rubber foot mat
WB-105132,2026-03-26T19:26:33Z,Tanmay Toolroom Private Limited,PAID,INR,Copper water bottle,2,57349.00,4374.08,Mobile app,Web order - Copper water bottle
WB-105819,2026-03-26T11:03:13Z,Utsav Bakers LLP,PAID,INR,Trolley bag 24 inch,4,51199.60,3905.05,Marketplace,Web order - Trolley bag 24 inch
WB-106193,2026-03-26T08:09:20Z,Kaveri Rubber Works Pvt Ltd,PAID,INR,Steel tiffin carrier,1,76956.00,5869.53,Web,Web order - Steel tiffin carrier
WB-106209,2026-03-26T18:33:06Z,Prithvi Seeds and Feeds Pvt Ltd,PAID,INR,Copper water bottle,4,27632.00,2107.53,Marketplace,Web order - Copper water bottle
WB-106464,2026-03-26T19:58:33Z,Naaz Fabrics Private Limited,PAID,INR,Copper water bottle,2,69466.59,5298.30,Mobile app,Web order - Copper water bottle
WB-106547,2026-03-26T18:10:46Z,Shubhankar Electricals LLP,PAID,INR,Steel tiffin carrier,3,86792.00,6619.73,Phone order,Web order - Steel tiffin carrier
WB-106566,2026-03-26T14:31:57Z,Palashwood Interiors Pvt Ltd,PAID,INR,Steel tiffin carrier,1,12398.32,945.63,Web,Web order - Steel tiffin carrier
WB-106655,2026-03-26T13:50:57Z,Girnar Pipes and Fittings Pvt Ltd,PAID,INR,Mixer jar spare,1,45246.51,3451.00,Web,Web order - Mixer jar spare
WB-106679,2026-03-26T10:57:49Z,Kalanjali Crafts Pvt Ltd,PAID,INR,Mixer jar spare,3,89551.47,6830.20,Phone order,Web order - Mixer jar spare
WB-106826,2026-03-26T11:46:43Z,Bhavani Steel Trading Pvt Ltd,PAID,INR,Rubber foot mat,4,36049.90,2749.57,Marketplace,Web order - Rubber foot mat
WB-106833,2026-03-26T14:29:26Z,Sitara Packaging Solutions Pvt Ltd,PAID,INR,Coir door mat,1,42623.00,3250.91,Web,Web order - Coir door mat
WB-107251,2026-03-26T08:26:12Z,Ekansh Glassworks Private Limited,PAID,USD,Trolley bag 24 inch,2,2491.58,190.04,Mobile app,Web order - Trolley bag 24 inch
WB-107264,2026-03-26T16:24:06Z,Anokhi Kitchenware Pvt Ltd,PAID,INR,Mixer jar spare,1,81209.00,6193.91,Web,Web order - Mixer jar spare
WB-107603,2026-03-26T14:39:30Z,Bhoomi Tiles and Sanitary LLP,PAID,INR,Rubber foot mat,4,59667.32,4550.90,Marketplace,Web order - Rubber foot mat
WB-107688,2026-03-26T09:04:59Z,Sohrab Auto Spares LLP,PAID,INR,Copper water bottle,4,8346.59,636.60,Marketplace,Web order - Copper water bottle
WB-107693,2026-03-26T11:42:26Z,Jashan Sports Goods Pvt Ltd,PAID,INR,Steel tiffin carrier,1,12742.98,971.92,Web,Web order - Steel tiffin carrier
WB-107780,2026-03-26T15:23:19Z,Palashwood Interiors Pvt Ltd,PAID,INR,Steel tiffin carrier,1,90670.19,6915.52,Web,Web order - Steel tiffin carrier
WB-107825,2026-03-26T12:27:39Z,Suvarna Weaves LLP,PAID,INR,Trolley bag 24 inch,2,70593.59,5384.26,Mobile app,Web order - Trolley bag 24 inch
WB-108115,2026-03-26T11:10:46Z,Nirvaan Agro Mills Pvt Ltd,PAID,INR,Coir door mat,3,89132.00,6798.20,Phone order,Web order - Coir door mat
WB-108150,2026-03-26T08:29:46Z,Vaayu Organics Private Limited,PAID,INR,Trolley bag 24 inch,4,86693.00,6612.18,Marketplace,Web order - Trolley bag 24 inch
WB-108247,2026-03-26T16:07:13Z,Vindhya Plastics Private Limited,PAID,INR,Rubber foot mat,2,88024.00,6713.69,Mobile app,Web order - Rubber foot mat
WB-108353,2026-03-26T15:06:26Z,Barkat Stationers Private Limited,PAID,INR,Rubber foot mat,4,23939.00,1825.86,Marketplace,Web order - Rubber foot mat
WB-108370,2026-03-26T19:06:06Z,Tarangini Prints LLP,PAID,INR,Copper water bottle,2,10101.78,770.47,Mobile app,Web order - Copper water bottle
WB-108475,2026-03-26T12:09:00Z,Ambar Cold Rooms Pvt Ltd,PAID,INR,Coir door mat,1,87525.00,6675.64,Web,Web order - Coir door mat
WB-108598,2026-03-26T11:37:04Z,Meghdoot Packaging LLP,PAID,INR,Mixer jar spare,3,77958.13,5945.96,Phone order,Web order - Mixer jar spare
WB-108683,2026-03-26T13:25:32Z,Ojas Lighting Private Limited,PAID,INR,Coir door mat,3,57957.36,4420.48,Phone order,Web order - Coir door mat
WB-108873,2026-03-26T19:09:00Z,Neelkanth Ceramics Pvt Ltd,PAID,INR,Steel tiffin carrier,3,29493.00,2249.47,Phone order,Web order - Steel tiffin carrier
WB-108992,2026-03-26T19:18:18Z,Chirag Battery House Pvt Ltd,PAID,INR,Steel tiffin carrier,3,64024.76,4883.24,Phone order,Web order - Steel tiffin carrier
WB-109004,2026-03-26T18:07:32Z,Rukmini Provisions Private Limited,PAID,INR,Trolley bag 24 inch,4,54733.57,4174.59,Marketplace,Web order - Trolley bag 24 inch
WB-109292,2026-03-26T10:43:06Z,Ojas Lighting Private Limited,PAID,INR,Coir door mat,3,87311.00,6659.31,Phone order,Web order - Coir door mat
WB-109403,2026-03-26T12:09:00Z,Sanchit Hardware Depot Pvt Ltd,PAID,INR,Mixer jar spare,3,48213.00,3677.26,Phone order,Web order - Mixer jar spare
WB-109416,2026-03-26T19:43:06Z,Tarangini Prints LLP,PAID,INR,Copper water bottle,2,5762.00,439.47,Mobile app,Web order - Copper water bottle
WB-109543,2026-03-26T09:50:20Z,Marudhar Furnishings LLP,PAID,INR,Trolley bag 24 inch,2,81618.00,6225.10,Mobile app,Web order - Trolley bag 24 inch
WB-109849,2026-03-26T09:10:46Z,Ranjeet Timber Depot Pvt Ltd,PAID,INR,Coir door mat,1,72518.00,5531.03,Web,Web order - Coir door mat
WB-104041,2026-03-27T09:20:06Z,Naaz Fabrics Private Limited,PAID,INR,Copper water bottle,2,29900.00,2280.51,Mobile app,Web order - Copper water bottle
WB-104191,2026-03-27T10:28:03Z,Kaveri Rubber Works Pvt Ltd,PAID,INR,Steel tiffin carrier,1,38894.49,2966.53,Web,Web order - Steel tiffin carrier
WB-104537,2026-03-27T08:29:46Z,Neelkanth Ceramics Pvt Ltd,PAID,INR,Steel tiffin carrier,3,38372.00,2926.68,Phone order,Web order - Steel tiffin carrier
WB-104608,2026-03-27T18:34:29Z,Suvarna Weaves LLP,PAID,INR,Trolley bag 24 inch,2,52350.27,3992.82,Mobile app,Web order - Trolley bag 24 inch
WB-104807,2026-03-27T17:43:26Z,Tarangini Prints LLP,PAID,INR,Copper water bottle,2,39653.00,3024.38,Mobile app,Web order - Copper water bottle
WB-105060,2026-03-27T19:55:00Z,Yamini Home Needs Pvt Ltd,PAID,INR,Mixer jar spare,1,8361.00,637.70,Web,Web order - Mixer jar spare
WB-105204,2026-03-27T16:01:26Z,Kesari Handlooms Pvt Ltd,PAID,INR,Handloom fabric bulk consignment,1,19430.00,1481.95,Phone order,Handloom fabric bulk consignment
WB-105278,2026-03-27T18:44:13Z,Bhavani Steel Trading Pvt Ltd,PAID,INR,Rubber foot mat,4,3492.39,266.37,Marketplace,Web order - Rubber foot mat
WB-105414,2026-03-27T08:09:00Z,Devgiri Paints LLP,PAID,INR,Rubber foot mat,2,67401.00,5140.75,Mobile app,Web order - Rubber foot mat
WB-105479,2026-03-27T08:27:57Z,Vaayu Organics Private Limited,PAID,INR,Trolley bag 24 inch,4,83284.13,6352.18,Marketplace,Web order - Trolley bag 24 inch
WB-105519,2026-03-27T09:33:07Z,Madhuban Nurseries Pvt Ltd,PAID,INR,Coir door mat,3,25970.61,1980.81,Phone order,Web order - Coir door mat
WB-105570,2026-03-27T11:08:38Z,Barkat Stationers Private Limited,PAID,INR,Rubber foot mat,4,23424.54,1786.62,Marketplace,Web order - Rubber foot mat
WB-105625,2026-03-27T12:01:45Z,Yamini Home Needs Pvt Ltd,PAID,INR,Mixer jar spare,1,91088.57,6947.43,Web,Web order - Mixer jar spare
WB-105924,2026-03-27T11:20:10Z,Utsav Bakers LLP,PAID,INR,Trolley bag 24 inch,4,90342.31,6890.52,Marketplace,Web order - Trolley bag 24 inch
WB-105959,2026-03-27T08:49:53Z,Meghdoot Packaging LLP,PAID,INR,Mixer jar spare,3,37735.00,2878.09,Phone order,Web order - Mixer jar spare
WB-105969,2026-03-27T15:49:33Z,Jashan Sports Goods Pvt Ltd,PAID,INR,Steel tiffin carrier,1,81532.00,6218.54,Web,Web order - Steel tiffin carrier
WB-105992,2026-03-27T18:55:42Z,Kesari Handlooms Pvt Ltd,PAID,INR,Rubber foot mat,2,77196.06,5887.84,Mobile app,Web order - Rubber foot mat
WB-106248,2026-03-27T10:32:40Z,Bhoomi Tiles and Sanitary LLP,PAID,INR,Rubber foot mat,4,66351.00,5060.67,Marketplace,Web order - Rubber foot mat
WB-106371,2026-03-27T20:13:20Z,Vindhya Plastics Private Limited,PAID,INR,Rubber foot mat,2,69180.00,5276.44,Mobile app,Web order - Rubber foot mat
WB-106600,2026-03-27T14:56:24Z,Ranjeet Timber Depot Pvt Ltd,PAID,INR,Coir door mat,1,8790.13,670.43,Web,Web order - Coir door mat
WB-106743,2026-03-27T19:26:53Z,Sohrab Auto Spares LLP,PAID,INR,Copper water bottle,4,5479.00,417.89,Marketplace,Web order - Copper water bottle
WB-106750,2026-03-27T10:43:27Z,Ambar Cold Rooms Pvt Ltd,PAID,INR,Coir door mat,1,50674.42,3865.00,Web,Web order - Coir door mat
WB-107158,2026-03-27T18:52:07Z,Ekansh Glassworks Private Limited,PAID,INR,Trolley bag 24 inch,2,51143.62,3900.78,Mobile app,Web order - Trolley bag 24 inch
WB-107166,2026-03-27T17:36:17Z,Utsav Bakers LLP,PAID,INR,Trolley bag 24 inch,4,69682.12,5314.74,Marketplace,Web order - Trolley bag 24 inch
WB-107256,2026-03-27T20:35:15Z,Chandravat Metals Private Limited,PAID,INR,Copper water bottle,4,57701.26,4400.94,Marketplace,Web order - Copper water bottle
WB-107277,2026-03-27T12:32:20Z,Girnar Pipes and Fittings Pvt Ltd,PAID,INR,Mixer jar spare,1,39012.01,2975.49,Web,Web order - Mixer jar spare
WB-107462,2026-03-27T14:28:24Z,Shubhankar Electricals LLP,PAID,INR,Steel tiffin carrier,3,9933.13,757.61,Phone order,Web order - Steel tiffin carrier
WB-107577,2026-03-27T10:52:26Z,Sanchit Hardware Depot Pvt Ltd,PAID,INR,Mixer jar spare,3,65168.00,4970.44,Phone order,Web order - Mixer jar spare
WB-107935,2026-03-27T19:05:23Z,Anokhi Kitchenware Pvt Ltd,PAID,INR,Mixer jar spare,1,54943.90,4190.64,Web,Web order - Mixer jar spare
WB-108164,2026-03-27T14:04:20Z,Palashwood Interiors Pvt Ltd,PAID,INR,Steel tiffin carrier,1,53493.00,4079.97,Web,Web order - Steel tiffin carrier
WB-108190,2026-03-27T18:53:53Z,Kalanjali Crafts Pvt Ltd,PAID,INR,Mixer jar spare,3,72313.00,5515.40,Phone order,Web order - Mixer jar spare
WB-108349,2026-03-27T13:01:28Z,Prithvi Seeds and Feeds Pvt Ltd,PAID,INR,Copper water bottle,4,5202.84,396.83,Marketplace,Web order - Copper water bottle
WB-108574,2026-03-27T12:18:40Z,Marudhar Furnishings LLP,PAID,INR,Trolley bag 24 inch,2,53643.00,4091.42,Mobile app,Web order - Trolley bag 24 inch
WB-108761,2026-03-27T12:21:53Z,Sitara Packaging Solutions Pvt Ltd,PAID,INR,Coir door mat,1,11500.00,877.12,Web,Web order - Coir door mat
WB-108833,2026-03-27T20:55:21Z,Tanmay Toolroom Private Limited,PAID,INR,Copper water bottle,2,48055.24,3665.23,Mobile app,Web order - Copper water bottle
WB-109091,2026-03-27T13:20:26Z,Chirag Battery House Pvt Ltd,PAID,INR,Steel tiffin carrier,3,48932.00,3732.10,Phone order,Web order - Steel tiffin carrier
WB-109674,2026-03-27T10:09:41Z,Ojas Lighting Private Limited,PAID,INR,Coir door mat,3,87400.23,6666.12,Phone order,Web order - Coir door mat
WB-109843,2026-03-27T19:06:46Z,Kesari Handlooms Pvt Ltd,PAID,INR,Rubber foot mat,2,46247.00,3527.31,Mobile app,Web order - Rubber foot mat
WB-109961,2026-03-27T13:13:00Z,Rukmini Provisions Private Limited,PAID,INR,Trolley bag 24 inch,4,67698.00,5163.41,Marketplace,Web order - Trolley bag 24 inch
WB-109974,2026-03-27T10:46:40Z,Nirvaan Agro Mills Pvt Ltd,PAID,INR,Coir door mat,3,37524.00,2862.00,Phone order,Web order - Coir door mat
WB-104202,2026-03-28T09:33:46Z,Kalanjali Crafts Pvt Ltd,PAID,INR,Mixer jar spare,3,23459.00,1789.25,Phone order,Web order - Mixer jar spare
WB-104923,2026-03-28T19:12:33Z,Neelkanth Ceramics Pvt Ltd,PAID,INR,Steel tiffin carrier,3,67339.00,5136.03,Phone order,Web order - Steel tiffin carrier
WB-104940,2026-03-28T12:27:58Z,Ekansh Glassworks Private Limited,PAID,INR,Trolley bag 24 inch,2,86864.34,6625.25,Mobile app,Web order - Trolley bag 24 inch
WB-105015,2026-03-28T14:29:07Z,Palashwood Interiors Pvt Ltd,PAID,INR,Steel tiffin carrier,1,50430.81,3846.42,Web,Web order - Steel tiffin carrier
WB-105144,2026-03-28T11:16:53Z,Meghdoot Packaging LLP,PAID,INR,Mixer jar spare,3,26413.00,2014.55,Phone order,Web order - Mixer jar spare
WB-105284,2026-03-28T17:29:26Z,Rukmini Provisions Private Limited,PAID,INR,Trolley bag 24 inch,4,24254.00,1849.88,Marketplace,Web order - Trolley bag 24 inch
WB-105304,2026-03-28T15:54:14Z,Barkat Stationers Private Limited,PAID,INR,Rubber foot mat,4,7690.02,586.53,Marketplace,Web order - Rubber foot mat
WB-105533,2026-03-28T15:19:42Z,Chirag Battery House Pvt Ltd,PAID,INR,Steel tiffin carrier,3,67636.27,5158.70,Phone order,Web order - Steel tiffin carrier
WB-105878,2026-03-28T16:25:50Z,Madhuban Nurseries Pvt Ltd,PAID,INR,Coir door mat,3,37513.51,2861.20,Phone order,Web order - Coir door mat
WB-105973,2026-03-28T14:04:00Z,Prithvi Seeds and Feeds Pvt Ltd,PAID,INR,Copper water bottle,4,85707.00,6536.97,Marketplace,Web order - Copper water bottle
WB-106200,2026-03-28T11:02:32Z,Prithvi Seeds and Feeds Pvt Ltd,PAID,INR,Copper water bottle,4,61082.18,4658.81,Marketplace,Web order - Copper water bottle
WB-106418,2026-03-28T09:02:31Z,Girnar Pipes and Fittings Pvt Ltd,PAID,INR,Mixer jar spare,1,60356.75,4603.48,Web,Web order - Mixer jar spare
WB-106422,2026-03-28T17:53:53Z,Tarangini Prints LLP,PAID,INR,Copper water bottle,2,50785.00,3873.43,Mobile app,Web order - Copper water bottle
WB-106442,2026-03-28T20:29:48Z,Yamini Home Needs Pvt Ltd,PAID,INR,Mixer jar spare,1,36500.04,2783.90,Web,Web order - Mixer jar spare
WB-106504,2026-03-28T16:15:46Z,Nirvaan Agro Mills Pvt Ltd,PAID,INR,Coir door mat,3,19814.00,1511.24,Phone order,Web order - Coir door mat
WB-106586,2026-03-28T17:24:04Z,Vindhya Plastics Private Limited,PAID,INR,Rubber foot mat,2,2655.14,202.51,Mobile app,Web order - Rubber foot mat
WB-106634,2026-03-28T08:23:59Z,Sanchit Hardware Depot Pvt Ltd,PAID,INR,Mixer jar spare,3,65273.39,4978.48,Phone order,Web order - Mixer jar spare
WB-107210,2026-03-28T15:16:33Z,Chandravat Metals Private Limited,PAID,INR,Copper water bottle,4,56638.00,4319.85,Marketplace,Web order - Copper water bottle
WB-107387,2026-03-28T10:46:40Z,Kesari Handlooms Pvt Ltd,PAID,INR,Rubber foot mat,2,3945.00,300.89,Mobile app,Web order - Rubber foot mat
